9.999999974752427079e-07,1.000000000000000000e+00,3.999987185920872435e-08,1.599990519034980713e-14,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000008591450751e-05,9.999995827674865723e-01,4.399773558816377772e-07,2.129463792799324295e-11,9.999995991498756842e-01,4.008340255946960213e-07,1.609907457003056484e-11
1.110000011976808310e-04,9.999956488609313965e-01,4.418224762048339471e-06,2.175314328667354857e-08,9.999955906574776732e-01,4.388037847781326830e-06,2.130467458356430838e-08
1.111000077798962593e-03,9.999556541442871094e-01,3.070832826779223979e-05,1.372938731947215274e-05,9.999555077933076630e-01,3.064382987746297747e-05,1.384837681465767810e-05
1.970665296539664268e-03,9.999213218688964844e-01,3.555759758455678821e-05,4.325632835389114916e-05,9.999210584609524721e-01,3.555711676142541696e-05,4.338442228579094019e-05
5.462661385536193848e-03,9.997817873954772949e-01,3.641597140813246369e-05,1.819137105485424399e-04,9.997812461167767673e-01,3.648610269854829014e-05,1.822677805247740806e-04
1.430458761751651764e-02,9.994294047355651855e-01,3.641044531832449138e-05,5.343013908714056015e-04,9.994281180177702062e-01,3.642123985604812513e-05,5.354607423736290140e-04
4.374228417873382568e-02,9.982652068138122559e-01,3.620375719037838280e-05,1.698712469078600407e-03,9.982614764806856389e-01,3.620616210148989034e-05,1.702317357212698940e-03
1.746824085712432861e-01,9.932474493980407715e-01,3.529199602780863643e-05,6.717431358993053436e-03,9.932336515966547763e-01,3.529103321673171783e-05,6.731057370128371020e-03
3.666405379772186279e-01,9.863265752792358398e-01,3.406499308766797185e-05,1.363950967788696289e-02,9.863002195963368468e-01,3.406062557344591198e-05,1.366571977808920570e-02
2.067725181579589844e+00,9.401388764381408691e-01,2.681156183825805783e-05,5.983448401093482971e-02,9.400583551464267718e-01,2.679427247977321917e-05,5.991485058109354694e-02
6.226665019989013672e+00,8.766956925392150879e-01,1.934184365381952375e-05,1.232850328087806702e-01,8.765958829380482431e-01,1.932242179654576253e-05,1.233847946401552542e-01
7.948032855987548828e+00,8.590385913848876953e-01,1.770666858647018671e-05,1.409437507390975952e-01,8.589402765220492952e-01,1.768808524299000844e-05,1.410420353927081538e-01
1.656358146667480469e+01,7.992498278617858887e-01,1.328773123532300815e-05,2.007368952035903931e-01,7.991645325719257675e-01,1.327280676769505479e-05,2.008221946213072928e-01
3.808230972290039062e+01,7.207834720611572266e-01,9.380690244142897427e-06,2.792071700096130371e-01,7.207215047749599979e-01,9.370150441145320139e-06,2.792691250746006104e-01
8.470074462890625000e+01,6.359262466430664062e-01,6.625217793043702841e-06,3.640671968460083008e-01,6.358863518508699464e-01,6.617972070099770004e-06,3.641070301770609752e-01
1.000000000000000000e+02,6.172341704368591309e-01,6.153550657472806051e-06,3.827597498893737793e-01,6.171981345000243646e-01,6.146866238925472535e-06,3.827957186337379025e-01
