0.0,7.90107299873911,4.59653334288927,14.7231682180584
2.5,66.3634939682528,29.6345459874189,33.762342293107
5.0,81.1713239165337,46.0438064695701,36.7998512942493
10.0,94.7303080627876,81.9747336191685,49.7176022859654
15.0,95.1164830493244,80.5716092952489,46.9281200952955
20.0,91.44171655392,79.0357196371442,47.8365745550135
30.0,91.2570992263545,75.6723803658298,46.9287272497385
40.0,93.672297840992,71.6247198618303,40.5977529351181
50.0,88.754232823019,69.0628632755742,43.783663885071
60.0,85.2697032178279,67.1473843168934,44.4573876523855
80.0,81.1323953369608,60.8994762938824,41.3271592618297
100.0,76.135928475796,54.8092577721492,41.0627332148332
120.0,65.2480591250229,43.9812899778025,39.2358300289377
160.0,42.5996587097166,29.7714581636675,36.6194605442418
200.0,25.1577975445976,20.089016562771,34.8937144010561
240.0,15.4301823994994,10.961845166698,32.2110771608676
